x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,w_width,w_frac_width,w_row,w_col,w_row_depth,w_col_depth,loc,
2,1,5,2,8,8,5,1,2,5,8,8,125,
2,1,5,2,8,8,6,1,2,5,8,8,125,
2,1,5,2,8,8,7,1,2,5,8,8,125,
2,1,5,2,8,8,8,1,2,5,8,8,125,
2,1,5,2,8,8,1,1,3,5,8,8,153,
2,1,5,2,8,8,2,1,3,5,8,8,153,
2,1,5,2,8,8,3,1,3,5,8,8,153,
2,1,5,2,8,8,4,1,3,5,8,8,153,
2,1,5,2,8,8,5,1,3,5,8,8,153,
2,1,5,2,8,8,6,1,3,5,8,8,153,
2,1,5,2,8,8,7,1,3,5,8,8,153,
2,1,5,2,8,8,8,1,3,5,8,8,153,
2,1,5,2,8,8,1,1,4,5,8,8,181,
2,1,5,2,8,8,2,1,4,5,8,8,181,
2,1,5,2,8,8,3,1,4,5,8,8,181,
2,1,5,2,8,8,4,1,4,5,8,8,181,
2,1,5,2,8,8,5,1,4,5,8,8,181,
2,1,5,2,8,8,6,1,4,5,8,8,181,
2,1,5,2,8,8,7,1,4,5,8,8,181,
2,1,5,2,8,8,8,1,4,5,8,8,181,
3,1,5,2,8,8,1,1,1,5,8,8,97,
3,1,5,2,8,8,2,1,1,5,8,8,97,
3,1,5,2,8,8,3,1,1,5,8,8,97,
3,1,5,2,8,8,4,1,1,5,8,8,97,
3,1,5,2,8,8,5,1,1,5,8,8,97,
3,1,5,2,8,8,6,1,1,5,8,8,97,
3,1,5,2,8,8,7,1,1,5,8,8,97,
3,1,5,2,8,8,8,1,1,5,8,8,97,
3,1,5,2,8,8,1,1,2,5,8,8,125,
3,1,5,2,8,8,2,1,2,5,8,8,125,
3,1,5,2,8,8,3,1,2,5,8,8,125,
3,1,5,2,8,8,4,1,2,5,8,8,125,
3,1,5,2,8,8,5,1,2,5,8,8,125,
3,1,5,2,8,8,6,1,2,5,8,8,125,
3,1,5,2,8,8,7,1,2,5,8,8,125,
3,1,5,2,8,8,8,1,2,5,8,8,125,
3,1,5,2,8,8,1,1,3,5,8,8,153,
3,1,5,2,8,8,2,1,3,5,8,8,153,
3,1,5,2,8,8,3,1,3,5,8,8,153,
3,1,5,2,8,8,4,1,3,5,8,8,153,
3,1,5,2,8,8,5,1,3,5,8,8,153,
3,1,5,2,8,8,6,1,3,5,8,8,153,
3,1,5,2,8,8,7,1,3,5,8,8,153,
3,1,5,2,8,8,8,1,3,5,8,8,153,
3,1,5,2,8,8,1,1,4,5,8,8,181,
3,1,5,2,8,8,2,1,4,5,8,8,181,
3,1,5,2,8,8,3,1,4,5,8,8,181,
3,1,5,2,8,8,4,1,4,5,8,8,181,
3,1,5,2,8,8,5,1,4,5,8,8,181,
3,1,5,2,8,8,6,1,4,5,8,8,181,
3,1,5,2,8,8,7,1,4,5,8,8,181,
3,1,5,2,8,8,8,1,4,5,8,8,181,
4,1,5,2,8,8,1,1,1,5,8,8,97,
4,1,5,2,8,8,2,1,1,5,8,8,97,
4,1,5,2,8,8,3,1,1,5,8,8,97,
4,1,5,2,8,8,4,1,1,5,8,8,97,
4,1,5,2,8,8,5,1,1,5,8,8,97,
4,1,5,2,8,8,6,1,1,5,8,8,97,
4,1,5,2,8,8,7,1,1,5,8,8,97,
4,1,5,2,8,8,8,1,1,5,8,8,97,
4,1,5,2,8,8,1,1,2,5,8,8,125,
4,1,5,2,8,8,2,1,2,5,8,8,125,
4,1,5,2,8,8,3,1,2,5,8,8,125,
4,1,5,2,8,8,4,1,2,5,8,8,125,
4,1,5,2,8,8,5,1,2,5,8,8,125,
4,1,5,2,8,8,6,1,2,5,8,8,125,
4,1,5,2,8,8,7,1,2,5,8,8,125,
4,1,5,2,8,8,8,1,2,5,8,8,125,
4,1,5,2,8,8,1,1,3,5,8,8,153,
4,1,5,2,8,8,2,1,3,5,8,8,153,
4,1,5,2,8,8,3,1,3,5,8,8,153,
4,1,5,2,8,8,4,1,3,5,8,8,153,
4,1,5,2,8,8,5,1,3,5,8,8,153,
4,1,5,2,8,8,6,1,3,5,8,8,153,
4,1,5,2,8,8,7,1,3,5,8,8,153,
4,1,5,2,8,8,8,1,3,5,8,8,153,
4,1,5,2,8,8,1,1,4,5,8,8,181,
4,1,5,2,8,8,2,1,4,5,8,8,181,
4,1,5,2,8,8,3,1,4,5,8,8,181,
4,1,5,2,8,8,4,1,4,5,8,8,181,
4,1,5,2,8,8,5,1,4,5,8,8,181,
4,1,5,2,8,8,6,1,4,5,8,8,181,
4,1,5,2,8,8,7,1,4,5,8,8,181,
4,1,5,2,8,8,8,1,4,5,8,8,181,
5,1,5,2,8,8,1,1,1,5,8,8,97,
5,1,5,2,8,8,2,1,1,5,8,8,97,
5,1,5,2,8,8,3,1,1,5,8,8,97,
5,1,5,2,8,8,4,1,1,5,8,8,97,
5,1,5,2,8,8,5,1,1,5,8,8,97,
5,1,5,2,8,8,6,1,1,5,8,8,97,
5,1,5,2,8,8,7,1,1,5,8,8,97,
5,1,5,2,8,8,8,1,1,5,8,8,97,
5,1,5,2,8,8,1,1,2,5,8,8,125,
5,1,5,2,8,8,2,1,2,5,8,8,125,
5,1,5,2,8,8,3,1,2,5,8,8,125,
5,1,5,2,8,8,4,1,2,5,8,8,125,
5,1,5,2,8,8,5,1,2,5,8,8,125,
5,1,5,2,8,8,6,1,2,5,8,8,125,
5,1,5,2,8,8,7,1,2,5,8,8,125,
5,1,5,2,8,8,8,1,2,5,8,8,125,
5,1,5,2,8,8,1,1,3,5,8,8,153,
5,1,5,2,8,8,2,1,3,5,8,8,153,
5,1,5,2,8,8,3,1,3,5,8,8,153,
5,1,5,2,8,8,4,1,3,5,8,8,153,
5,1,5,2,8,8,5,1,3,5,8,8,153,
5,1,5,2,8,8,6,1,3,5,8,8,153,
5,1,5,2,8,8,7,1,3,5,8,8,153,
5,1,5,2,8,8,8,1,3,5,8,8,153,
5,1,5,2,8,8,1,1,4,5,8,8,181,
5,1,5,2,8,8,2,1,4,5,8,8,181,
5,1,5,2,8,8,3,1,4,5,8,8,181,
5,1,5,2,8,8,4,1,4,5,8,8,181,
5,1,5,2,8,8,5,1,4,5,8,8,181,
5,1,5,2,8,8,6,1,4,5,8,8,181,
5,1,5,2,8,8,7,1,4,5,8,8,181,
5,1,5,2,8,8,8,1,4,5,8,8,181,
6,1,5,2,8,8,1,1,1,5,8,8,97,
6,1,5,2,8,8,2,1,1,5,8,8,97,
6,1,5,2,8,8,3,1,1,5,8,8,97,
6,1,5,2,8,8,4,1,1,5,8,8,97,
6,1,5,2,8,8,5,1,1,5,8,8,97,
6,1,5,2,8,8,6,1,1,5,8,8,97,
6,1,5,2,8,8,7,1,1,5,8,8,97,
6,1,5,2,8,8,8,1,1,5,8,8,97,
6,1,5,2,8,8,1,1,2,5,8,8,125,
6,1,5,2,8,8,2,1,2,5,8,8,125,
6,1,5,2,8,8,3,1,2,5,8,8,125,
6,1,5,2,8,8,4,1,2,5,8,8,125,
6,1,5,2,8,8,5,1,2,5,8,8,125,
6,1,5,2,8,8,6,1,2,5,8,8,125,
6,1,5,2,8,8,7,1,2,5,8,8,125,
6,1,5,2,8,8,8,1,2,5,8,8,125,
6,1,5,2,8,8,1,1,3,5,8,8,153,
6,1,5,2,8,8,2,1,3,5,8,8,153,
6,1,5,2,8,8,3,1,3,5,8,8,153,
6,1,5,2,8,8,4,1,3,5,8,8,153,
6,1,5,2,8,8,5,1,3,5,8,8,153,
6,1,5,2,8,8,6,1,3,5,8,8,153,
6,1,5,2,8,8,7,1,3,5,8,8,153,
6,1,5,2,8,8,8,1,3,5,8,8,153,
6,1,5,2,8,8,1,1,4,5,8,8,181,
6,1,5,2,8,8,2,1,4,5,8,8,181,
6,1,5,2,8,8,3,1,4,5,8,8,181,
6,1,5,2,8,8,4,1,4,5,8,8,181,
6,1,5,2,8,8,5,1,4,5,8,8,181,
6,1,5,2,8,8,6,1,4,5,8,8,181,
6,1,5,2,8,8,7,1,4,5,8,8,181,
6,1,5,2,8,8,8,1,4,5,8,8,181,
7,1,5,2,8,8,1,1,1,5,8,8,97,
7,1,5,2,8,8,2,1,1,5,8,8,97,
7,1,5,2,8,8,3,1,1,5,8,8,97,
7,1,5,2,8,8,4,1,1,5,8,8,97,
7,1,5,2,8,8,5,1,1,5,8,8,97,
7,1,5,2,8,8,6,1,1,5,8,8,97,
7,1,5,2,8,8,7,1,1,5,8,8,97,
7,1,5,2,8,8,8,1,1,5,8,8,97,
7,1,5,2,8,8,1,1,2,5,8,8,125,
7,1,5,2,8,8,2,1,2,5,8,8,125,
7,1,5,2,8,8,3,1,2,5,8,8,125,
7,1,5,2,8,8,4,1,2,5,8,8,125,
7,1,5,2,8,8,5,1,2,5,8,8,125,
7,1,5,2,8,8,6,1,2,5,8,8,125,
7,1,5,2,8,8,7,1,2,5,8,8,125,
7,1,5,2,8,8,8,1,2,5,8,8,125,
7,1,5,2,8,8,1,1,3,5,8,8,153,
7,1,5,2,8,8,2,1,3,5,8,8,153,
7,1,5,2,8,8,3,1,3,5,8,8,153,
7,1,5,2,8,8,4,1,3,5,8,8,153,
7,1,5,2,8,8,5,1,3,5,8,8,153,
7,1,5,2,8,8,6,1,3,5,8,8,153,
7,1,5,2,8,8,7,1,3,5,8,8,153,
7,1,5,2,8,8,8,1,3,5,8,8,153,
7,1,5,2,8,8,1,1,4,5,8,8,181,
7,1,5,2,8,8,2,1,4,5,8,8,181,
7,1,5,2,8,8,3,1,4,5,8,8,181,
7,1,5,2,8,8,4,1,4,5,8,8,181,
7,1,5,2,8,8,5,1,4,5,8,8,181,
7,1,5,2,8,8,6,1,4,5,8,8,181,
7,1,5,2,8,8,7,1,4,5,8,8,181,
7,1,5,2,8,8,8,1,4,5,8,8,181,
8,1,5,2,8,8,1,1,1,5,8,8,97,
8,1,5,2,8,8,2,1,1,5,8,8,97,
8,1,5,2,8,8,3,1,1,5,8,8,97,
8,1,5,2,8,8,4,1,1,5,8,8,97,
8,1,5,2,8,8,5,1,1,5,8,8,97,
8,1,5,2,8,8,6,1,1,5,8,8,97,
8,1,5,2,8,8,7,1,1,5,8,8,97,
8,1,5,2,8,8,8,1,1,5,8,8,97,
8,1,5,2,8,8,1,1,2,5,8,8,125,
8,1,5,2,8,8,2,1,2,5,8,8,125,
8,1,5,2,8,8,3,1,2,5,8,8,125,
8,1,5,2,8,8,4,1,2,5,8,8,125,
8,1,5,2,8,8,5,1,2,5,8,8,125,
8,1,5,2,8,8,6,1,2,5,8,8,125,
8,1,5,2,8,8,7,1,2,5,8,8,125,
8,1,5,2,8,8,8,1,2,5,8,8,125,
8,1,5,2,8,8,1,1,3,5,8,8,153,
8,1,5,2,8,8,2,1,3,5,8,8,153,
8,1,5,2,8,8,3,1,3,5,8,8,153,
8,1,5,2,8,8,4,1,3,5,8,8,153,
8,1,5,2,8,8,5,1,3,5,8,8,153,
8,1,5,2,8,8,6,1,3,5,8,8,153,
8,1,5,2,8,8,7,1,3,5,8,8,153,
8,1,5,2,8,8,8,1,3,5,8,8,153,
8,1,5,2,8,8,1,1,4,5,8,8,181,
8,1,5,2,8,8,2,1,4,5,8,8,181,
8,1,5,2,8,8,3,1,4,5,8,8,181,
8,1,5,2,8,8,4,1,4,5,8,8,181,
8,1,5,2,8,8,5,1,4,5,8,8,181,
8,1,5,2,8,8,6,1,4,5,8,8,181,
8,1,5,2,8,8,7,1,4,5,8,8,181,
8,1,5,2,8,8,8,1,4,5,8,8,181,
1,1,5,3,8,8,1,1,1,5,8,8,123,
1,1,5,3,8,8,2,1,1,5,8,8,123,
1,1,5,3,8,8,3,1,1,5,8,8,123,
1,1,5,3,8,8,4,1,1,5,8,8,123,
1,1,5,3,8,8,5,1,1,5,8,8,123,
1,1,5,3,8,8,6,1,1,5,8,8,123,
1,1,5,3,8,8,7,1,1,5,8,8,123,
1,1,5,3,8,8,8,1,1,5,8,8,123,
1,1,5,3,8,8,1,1,2,5,8,8,162,
1,1,5,3,8,8,2,1,2,5,8,8,162,
1,1,5,3,8,8,3,1,2,5,8,8,162,
1,1,5,3,8,8,4,1,2,5,8,8,162,
1,1,5,3,8,8,5,1,2,5,8,8,162,
1,1,5,3,8,8,6,1,2,5,8,8,162,
1,1,5,3,8,8,7,1,2,5,8,8,162,
1,1,5,3,8,8,8,1,2,5,8,8,162,
1,1,5,3,8,8,1,1,3,5,8,8,201,
1,1,5,3,8,8,2,1,3,5,8,8,201,
1,1,5,3,8,8,3,1,3,5,8,8,201,
1,1,5,3,8,8,4,1,3,5,8,8,201,
1,1,5,3,8,8,5,1,3,5,8,8,201,
1,1,5,3,8,8,6,1,3,5,8,8,201,
1,1,5,3,8,8,7,1,3,5,8,8,201,
1,1,5,3,8,8,8,1,3,5,8,8,201,
1,1,5,3,8,8,1,1,4,5,8,8,240,
1,1,5,3,8,8,2,1,4,5,8,8,240,
1,1,5,3,8,8,3,1,4,5,8,8,240,
1,1,5,3,8,8,4,1,4,5,8,8,240,
1,1,5,3,8,8,5,1,4,5,8,8,240,
1,1,5,3,8,8,6,1,4,5,8,8,240,
1,1,5,3,8,8,7,1,4,5,8,8,240,
1,1,5,3,8,8,8,1,4,5,8,8,240,
2,1,5,3,8,8,1,1,1,5,8,8,123,
2,1,5,3,8,8,2,1,1,5,8,8,123,
2,1,5,3,8,8,3,1,1,5,8,8,123,
2,1,5,3,8,8,4,1,1,5,8,8,123,
2,1,5,3,8,8,5,1,1,5,8,8,123,
2,1,5,3,8,8,6,1,1,5,8,8,123,
2,1,5,3,8,8,7,1,1,5,8,8,123,
2,1,5,3,8,8,8,1,1,5,8,8,123,
2,1,5,3,8,8,1,1,2,5,8,8,162,
2,1,5,3,8,8,2,1,2,5,8,8,162,
2,1,5,3,8,8,3,1,2,5,8,8,162,
2,1,5,3,8,8,4,1,2,5,8,8,162,
2,1,5,3,8,8,5,1,2,5,8,8,162,
2,1,5,3,8,8,6,1,2,5,8,8,162,
2,1,5,3,8,8,7,1,2,5,8,8,162,
2,1,5,3,8,8,8,1,2,5,8,8,162,
2,1,5,3,8,8,1,1,3,5,8,8,201,
2,1,5,3,8,8,2,1,3,5,8,8,201,
2,1,5,3,8,8,3,1,3,5,8,8,201,
2,1,5,3,8,8,4,1,3,5,8,8,201,
2,1,5,3,8,8,5,1,3,5,8,8,201,
2,1,5,3,8,8,6,1,3,5,8,8,201,
2,1,5,3,8,8,7,1,3,5,8,8,201,
2,1,5,3,8,8,8,1,3,5,8,8,201,
2,1,5,3,8,8,1,1,4,5,8,8,240,
2,1,5,3,8,8,2,1,4,5,8,8,240,
2,1,5,3,8,8,3,1,4,5,8,8,240,
2,1,5,3,8,8,4,1,4,5,8,8,240,
2,1,5,3,8,8,5,1,4,5,8,8,240,
2,1,5,3,8,8,6,1,4,5,8,8,240,
2,1,5,3,8,8,7,1,4,5,8,8,240,
2,1,5,3,8,8,8,1,4,5,8,8,240,
3,1,5,3,8,8,1,1,1,5,8,8,123,
3,1,5,3,8,8,2,1,1,5,8,8,123,
3,1,5,3,8,8,3,1,1,5,8,8,123,
3,1,5,3,8,8,4,1,1,5,8,8,123,
3,1,5,3,8,8,5,1,1,5,8,8,123,
3,1,5,3,8,8,6,1,1,5,8,8,123,
3,1,5,3,8,8,7,1,1,5,8,8,123,
3,1,5,3,8,8,8,1,1,5,8,8,123,
3,1,5,3,8,8,1,1,2,5,8,8,162,
3,1,5,3,8,8,2,1,2,5,8,8,162,
3,1,5,3,8,8,3,1,2,5,8,8,162,
3,1,5,3,8,8,4,1,2,5,8,8,162,
3,1,5,3,8,8,5,1,2,5,8,8,162,
3,1,5,3,8,8,6,1,2,5,8,8,162,
3,1,5,3,8,8,7,1,2,5,8,8,162,
3,1,5,3,8,8,8,1,2,5,8,8,162,
3,1,5,3,8,8,1,1,3,5,8,8,201,
3,1,5,3,8,8,2,1,3,5,8,8,201,
3,1,5,3,8,8,3,1,3,5,8,8,201,
3,1,5,3,8,8,4,1,3,5,8,8,201,
3,1,5,3,8,8,5,1,3,5,8,8,201,
3,1,5,3,8,8,6,1,3,5,8,8,201,
3,1,5,3,8,8,7,1,3,5,8,8,201,
3,1,5,3,8,8,8,1,3,5,8,8,201,
3,1,5,3,8,8,1,1,4,5,8,8,240,
3,1,5,3,8,8,2,1,4,5,8,8,240,
3,1,5,3,8,8,3,1,4,5,8,8,240,
3,1,5,3,8,8,4,1,4,5,8,8,240,
3,1,5,3,8,8,5,1,4,5,8,8,240,
3,1,5,3,8,8,6,1,4,5,8,8,240,
3,1,5,3,8,8,7,1,4,5,8,8,240,
3,1,5,3,8,8,8,1,4,5,8,8,240,
4,1,5,3,8,8,1,1,1,5,8,8,123,
4,1,5,3,8,8,2,1,1,5,8,8,123,
4,1,5,3,8,8,3,1,1,5,8,8,123,
4,1,5,3,8,8,4,1,1,5,8,8,123,
4,1,5,3,8,8,5,1,1,5,8,8,123,
4,1,5,3,8,8,6,1,1,5,8,8,123,
4,1,5,3,8,8,7,1,1,5,8,8,123,
4,1,5,3,8,8,8,1,1,5,8,8,123,
4,1,5,3,8,8,1,1,2,5,8,8,162,
4,1,5,3,8,8,2,1,2,5,8,8,162,
4,1,5,3,8,8,3,1,2,5,8,8,162,
4,1,5,3,8,8,4,1,2,5,8,8,162,
4,1,5,3,8,8,5,1,2,5,8,8,162,
4,1,5,3,8,8,6,1,2,5,8,8,162,
4,1,5,3,8,8,7,1,2,5,8,8,162,
4,1,5,3,8,8,8,1,2,5,8,8,162,
4,1,5,3,8,8,1,1,3,5,8,8,201,
4,1,5,3,8,8,2,1,3,5,8,8,201,
4,1,5,3,8,8,3,1,3,5,8,8,201,
4,1,5,3,8,8,4,1,3,5,8,8,201,
4,1,5,3,8,8,5,1,3,5,8,8,201,
4,1,5,3,8,8,6,1,3,5,8,8,201,
4,1,5,3,8,8,7,1,3,5,8,8,201,
4,1,5,3,8,8,8,1,3,5,8,8,201,
4,1,5,3,8,8,1,1,4,5,8,8,240,
4,1,5,3,8,8,2,1,4,5,8,8,240,
4,1,5,3,8,8,3,1,4,5,8,8,240,
4,1,5,3,8,8,4,1,4,5,8,8,240,
4,1,5,3,8,8,5,1,4,5,8,8,240,
4,1,5,3,8,8,6,1,4,5,8,8,240,
4,1,5,3,8,8,7,1,4,5,8,8,240,
4,1,5,3,8,8,8,1,4,5,8,8,240,
5,1,5,3,8,8,1,1,1,5,8,8,123,
5,1,5,3,8,8,2,1,1,5,8,8,123,
5,1,5,3,8,8,3,1,1,5,8,8,123,
5,1,5,3,8,8,4,1,1,5,8,8,123,
5,1,5,3,8,8,5,1,1,5,8,8,123,
5,1,5,3,8,8,6,1,1,5,8,8,123,
5,1,5,3,8,8,7,1,1,5,8,8,123,
5,1,5,3,8,8,8,1,1,5,8,8,123,
5,1,5,3,8,8,1,1,2,5,8,8,162,
5,1,5,3,8,8,2,1,2,5,8,8,162,
5,1,5,3,8,8,3,1,2,5,8,8,162,
5,1,5,3,8,8,4,1,2,5,8,8,162,
5,1,5,3,8,8,5,1,2,5,8,8,162,
5,1,5,3,8,8,6,1,2,5,8,8,162,
5,1,5,3,8,8,7,1,2,5,8,8,162,
5,1,5,3,8,8,8,1,2,5,8,8,162,
5,1,5,3,8,8,1,1,3,5,8,8,201,
5,1,5,3,8,8,2,1,3,5,8,8,201,
5,1,5,3,8,8,3,1,3,5,8,8,201,
5,1,5,3,8,8,4,1,3,5,8,8,201,
5,1,5,3,8,8,5,1,3,5,8,8,201,
5,1,5,3,8,8,6,1,3,5,8,8,201,
5,1,5,3,8,8,7,1,3,5,8,8,201,
5,1,5,3,8,8,8,1,3,5,8,8,201,
5,1,5,3,8,8,1,1,4,5,8,8,240,
5,1,5,3,8,8,2,1,4,5,8,8,240,
5,1,5,3,8,8,3,1,4,5,8,8,240,
5,1,5,3,8,8,4,1,4,5,8,8,240,
5,1,5,3,8,8,5,1,4,5,8,8,240,
5,1,5,3,8,8,6,1,4,5,8,8,240,
5,1,5,3,8,8,7,1,4,5,8,8,240,
5,1,5,3,8,8,8,1,4,5,8,8,240,
6,1,5,3,8,8,1,1,1,5,8,8,123,
6,1,5,3,8,8,2,1,1,5,8,8,123,
6,1,5,3,8,8,3,1,1,5,8,8,123,
6,1,5,3,8,8,4,1,1,5,8,8,123,
6,1,5,3,8,8,5,1,1,5,8,8,123,
6,1,5,3,8,8,6,1,1,5,8,8,123,
6,1,5,3,8,8,7,1,1,5,8,8,123,
6,1,5,3,8,8,8,1,1,5,8,8,123,
6,1,5,3,8,8,1,1,2,5,8,8,162,
6,1,5,3,8,8,2,1,2,5,8,8,162,
6,1,5,3,8,8,3,1,2,5,8,8,162,
6,1,5,3,8,8,4,1,2,5,8,8,162,
6,1,5,3,8,8,5,1,2,5,8,8,162,
6,1,5,3,8,8,6,1,2,5,8,8,162,
6,1,5,3,8,8,7,1,2,5,8,8,162,
6,1,5,3,8,8,8,1,2,5,8,8,162,
6,1,5,3,8,8,1,1,3,5,8,8,201,
6,1,5,3,8,8,2,1,3,5,8,8,201,
6,1,5,3,8,8,3,1,3,5,8,8,201,
6,1,5,3,8,8,4,1,3,5,8,8,201,
6,1,5,3,8,8,5,1,3,5,8,8,201,
6,1,5,3,8,8,6,1,3,5,8,8,201,
6,1,5,3,8,8,7,1,3,5,8,8,201,
6,1,5,3,8,8,8,1,3,5,8,8,201,
6,1,5,3,8,8,1,1,4,5,8,8,240,
6,1,5,3,8,8,2,1,4,5,8,8,240,
6,1,5,3,8,8,3,1,4,5,8,8,240,
6,1,5,3,8,8,4,1,4,5,8,8,240,
6,1,5,3,8,8,5,1,4,5,8,8,240,
6,1,5,3,8,8,6,1,4,5,8,8,240,
6,1,5,3,8,8,7,1,4,5,8,8,240,
6,1,5,3,8,8,8,1,4,5,8,8,240,
7,1,5,3,8,8,1,1,1,5,8,8,123,
7,1,5,3,8,8,2,1,1,5,8,8,123,
7,1,5,3,8,8,3,1,1,5,8,8,123,
7,1,5,3,8,8,4,1,1,5,8,8,123,
7,1,5,3,8,8,5,1,1,5,8,8,123,
7,1,5,3,8,8,6,1,1,5,8,8,123,
7,1,5,3,8,8,7,1,1,5,8,8,123,
7,1,5,3,8,8,8,1,1,5,8,8,123,
7,1,5,3,8,8,1,1,2,5,8,8,162,
7,1,5,3,8,8,2,1,2,5,8,8,162,
7,1,5,3,8,8,3,1,2,5,8,8,162,
7,1,5,3,8,8,4,1,2,5,8,8,162,
7,1,5,3,8,8,5,1,2,5,8,8,162,
7,1,5,3,8,8,6,1,2,5,8,8,162,
7,1,5,3,8,8,7,1,2,5,8,8,162,
7,1,5,3,8,8,8,1,2,5,8,8,162,
7,1,5,3,8,8,1,1,3,5,8,8,201,
7,1,5,3,8,8,2,1,3,5,8,8,201,
7,1,5,3,8,8,3,1,3,5,8,8,201,
7,1,5,3,8,8,4,1,3,5,8,8,201,
7,1,5,3,8,8,5,1,3,5,8,8,201,
7,1,5,3,8,8,6,1,3,5,8,8,201,
7,1,5,3,8,8,7,1,3,5,8,8,201,
7,1,5,3,8,8,8,1,3,5,8,8,201,
7,1,5,3,8,8,1,1,4,5,8,8,240,
7,1,5,3,8,8,2,1,4,5,8,8,240,
7,1,5,3,8,8,3,1,4,5,8,8,240,
7,1,5,3,8,8,4,1,4,5,8,8,240,
7,1,5,3,8,8,5,1,4,5,8,8,240,
7,1,5,3,8,8,6,1,4,5,8,8,240,
7,1,5,3,8,8,7,1,4,5,8,8,240,
7,1,5,3,8,8,8,1,4,5,8,8,240,
8,1,5,3,8,8,1,1,1,5,8,8,123,
8,1,5,3,8,8,2,1,1,5,8,8,123,
8,1,5,3,8,8,3,1,1,5,8,8,123,
8,1,5,3,8,8,4,1,1,5,8,8,123,
8,1,5,3,8,8,5,1,1,5,8,8,123,
8,1,5,3,8,8,6,1,1,5,8,8,123,
8,1,5,3,8,8,7,1,1,5,8,8,123,
8,1,5,3,8,8,8,1,1,5,8,8,123,
8,1,5,3,8,8,1,1,2,5,8,8,162,
8,1,5,3,8,8,2,1,2,5,8,8,162,
8,1,5,3,8,8,3,1,2,5,8,8,162,
8,1,5,3,8,8,4,1,2,5,8,8,162,
8,1,5,3,8,8,5,1,2,5,8,8,162,
8,1,5,3,8,8,6,1,2,5,8,8,162,
8,1,5,3,8,8,7,1,2,5,8,8,162,
8,1,5,3,8,8,8,1,2,5,8,8,162,
8,1,5,3,8,8,1,1,3,5,8,8,201,
8,1,5,3,8,8,2,1,3,5,8,8,201,
8,1,5,3,8,8,3,1,3,5,8,8,201,
8,1,5,3,8,8,4,1,3,5,8,8,201,
8,1,5,3,8,8,5,1,3,5,8,8,201,
8,1,5,3,8,8,6,1,3,5,8,8,201,
8,1,5,3,8,8,7,1,3,5,8,8,201,
8,1,5,3,8,8,8,1,3,5,8,8,201,
8,1,5,3,8,8,1,1,4,5,8,8,240,
8,1,5,3,8,8,2,1,4,5,8,8,240,
8,1,5,3,8,8,3,1,4,5,8,8,240,
8,1,5,3,8,8,4,1,4,5,8,8,240,
8,1,5,3,8,8,5,1,4,5,8,8,240,
8,1,5,3,8,8,6,1,4,5,8,8,240,
8,1,5,3,8,8,7,1,4,5,8,8,240,
8,1,5,3,8,8,8,1,4,5,8,8,240,
1,1,5,4,8,8,1,1,1,5,8,8,149,
1,1,5,4,8,8,2,1,1,5,8,8,149,
1,1,5,4,8,8,3,1,1,5,8,8,149,
1,1,5,4,8,8,4,1,1,5,8,8,149,
1,1,5,4,8,8,5,1,1,5,8,8,149,
1,1,5,4,8,8,6,1,1,5,8,8,149,
1,1,5,4,8,8,7,1,1,5,8,8,149,
1,1,5,4,8,8,8,1,1,5,8,8,149,
1,1,5,4,8,8,1,1,2,5,8,8,199,
1,1,5,4,8,8,2,1,2,5,8,8,199,
1,1,5,4,8,8,3,1,2,5,8,8,199,
1,1,5,4,8,8,4,1,2,5,8,8,199,
1,1,5,4,8,8,5,1,2,5,8,8,199,
1,1,5,4,8,8,6,1,2,5,8,8,199,
1,1,5,4,8,8,7,1,2,5,8,8,199,
1,1,5,4,8,8,8,1,2,5,8,8,199,
1,1,5,4,8,8,1,1,3,5,8,8,249,
1,1,5,4,8,8,2,1,3,5,8,8,249,
1,1,5,4,8,8,3,1,3,5,8,8,249,
1,1,5,4,8,8,4,1,3,5,8,8,249,
1,1,5,4,8,8,5,1,3,5,8,8,249,
1,1,5,4,8,8,6,1,3,5,8,8,249,
1,1,5,4,8,8,7,1,3,5,8,8,249,
1,1,5,4,8,8,8,1,3,5,8,8,249,
1,1,5,4,8,8,1,1,4,5,8,8,299,
1,1,5,4,8,8,2,1,4,5,8,8,299,
1,1,5,4,8,8,3,1,4,5,8,8,299,
1,1,5,4,8,8,4,1,4,5,8,8,299,
1,1,5,4,8,8,5,1,4,5,8,8,299,
1,1,5,4,8,8,6,1,4,5,8,8,299,
1,1,5,4,8,8,7,1,4,5,8,8,299,
1,1,5,4,8,8,8,1,4,5,8,8,299,
2,1,5,4,8,8,1,1,1,5,8,8,149,
2,1,5,4,8,8,2,1,1,5,8,8,149,
2,1,5,4,8,8,3,1,1,5,8,8,149,
2,1,5,4,8,8,4,1,1,5,8,8,149,
2,1,5,4,8,8,5,1,1,5,8,8,149,
2,1,5,4,8,8,6,1,1,5,8,8,149,
2,1,5,4,8,8,7,1,1,5,8,8,149,
2,1,5,4,8,8,8,1,1,5,8,8,149,
2,1,5,4,8,8,1,1,2,5,8,8,199,
2,1,5,4,8,8,2,1,2,5,8,8,199,
2,1,5,4,8,8,3,1,2,5,8,8,199,
2,1,5,4,8,8,4,1,2,5,8,8,199,
2,1,5,4,8,8,5,1,2,5,8,8,199,
2,1,5,4,8,8,6,1,2,5,8,8,199,
2,1,5,4,8,8,7,1,2,5,8,8,199,
